country,year,population,co2,gdp,co2_per_gdp,co2_per_capita,co2_growth_abs,co2_growth_prct,cumulative_co2,land_use_change_co2,cumulative_luc_co2,co2_including_luc,total_ghg,primary_energy_consumption,energy_per_gdp
Argentina,1990,32755907.0,112.188,557088925124.0,0.201382570969309,3.425,-4.879,-4.167,3658.052,40.902,9199.135,153.09,286.574,513.625,0.921980274308405
Argentina,1991,33230293.0,117.727,607968472614.0,0.19363997526685078,3.543,5.539,4.937,3775.779,84.645,9283.779,202.372,316.994,522.459,0.8593521268523242
Argentina,1992,33693532.0,121.514,656224702857.0,0.18517132846563916,3.606,3.787,3.217,3897.293,56.127,9339.906,177.641,309.154,560.339,0.853882820260281
Argentina,1993,34152719.0,118.021,710080926887.0,0.16620781594205739,3.456,-3.493,-2.875,4015.314,45.388,9385.294,163.409,298.301,578.831,0.815162016162861
Argentina,1994,34613492.0,118.507,751522674939.0,0.15768918750138716,3.424,0.486,0.412,4133.821,44.502,9429.796,163.009,299.414,611.176,0.8132502456424329
Argentina,1995,35070016.0,125.415,730140279566.0,0.17176836220369526,3.576,6.909,5.83,4259.236,45.288,9475.084,170.703,308.467,630.652,0.8637408695968171
Argentina,1996,35513795.0,131.446,770492868120.0,0.17059989188573257,3.701,6.03,4.808,4390.682,46.211,9521.294,177.657,311.916,659.104,0.8554316688332386
Argentina,1997,35947790.0,136.617,832987905019.0,0.16400838376744958,3.8,5.171,3.934,4527.299,51.298,9572.593,187.915,319.533,668.982,0.8031113008594535
Argentina,1998,36372862.0,139.505,865059429174.0,0.16126637696233892,3.835,2.888,2.114,4666.804,58.007,9630.601,197.512,321.302,694.257,0.8025541096788109
Argentina,1999,36794687.0,148.345,835773213823.0,0.17749432207983695,4.032,8.839,6.336,4815.148,53.945,9684.545,202.289,332.044,705.548,0.8441859446208824
Argentina,2000,37213986.0,143.355,829178972033.0,0.1728878864939362,3.852,-4.99,-3.364,4958.503,54.57,9739.114,197.925,329.932,703.635,0.848592431468458
Argentina,2001,37624817.0,135.004,792621800475.0,0.17032587284262835,3.588,-8.351,-5.825,5093.508,51.677,9790.792,186.681,319.058,687.341,0.8671739782934211
Argentina,2002,38029345.0,124.93,706269738674.0,0.17688709165785904,3.285,-10.074,-7.462,5218.438,185.242,9976.034,310.172,394.168,658.151,0.9318691768327191
Argentina,2003,38424283.0,134.421,768683083609.0,0.17487180720679793,3.498,9.491,7.597,5352.858,251.269,10227.304,385.69,455.75,704.758,0.9168381808158584
Argentina,2004,38815915.0,157.235,838091886093.0,0.18761069353981577,4.051,22.814,16.972,5510.094,295.599,10522.901,452.834,507.462,751.157,0.8962704596768365
Argentina,2005,39216786.0,161.728,912276929668.0,0.17727950224375047,4.124,4.493,2.857,5671.822,310.783,10833.685,472.511,518.319,796.367,0.8729443594389892
Argentina,2006,39622113.0,174.342,985689236302.0,0.1768731904327951,4.4,12.614,7.799,5846.164,304.026,11137.711,478.368,529.459,836.059,0.8481973518719083
Argentina,2007,40016767.0,173.764,1074476681421.0,0.16171965665201443,4.342,-0.578,-0.332,6019.927,162.251,11299.962,336.015,436.537,869.076,0.8088365387796441
Argentina,2008,40424151.0,187.596,1118070705029.0,0.16778545324209548,4.641,13.832,7.96,6207.523,90.352,11390.313,277.947,404.48,879.072,0.7862400794922885
Argentina,2009,40854832.0,178.378,1051897409980.0,0.16957737352294797,4.366,-9.217,-4.913,6385.901,337.584,11727.897,515.962,540.889,852.154,0.8101113206621569
Argentina,2010,41288694.0,186.121,1158406210935.0,0.16066989130675816,4.508,7.743,4.341,6572.022,244.195,11972.093,430.317,479.33,882.268,0.7616222976635141
Argentina,2011,41730655.0,189.884,1227956360246.0,0.15463415976929343,4.55,3.763,2.022,6761.906,233.023,12205.115,422.907,479.874,907.376,0.7389317970699079
Argentina,2012,42161718.0,191.715,1215352364993.0,0.15774437564130153,4.547,1.831,0.964,6953.621,151.266,12356.382,342.98,430.562,944.132,0.7768380818557405
Argentina,2013,42582453.0,189.525,1244585524448.0,0.1522796113863355,4.451,-2.19,-1.142,7143.146,103.32,12459.701,292.845,403.474,1009.449,0.8110724254548212
Argentina,2014,43024071.0,188.539,1213313877880.0,0.1553917773770383,4.382,-0.986,-0.52,7331.685,177.77,12637.471,366.309,449.449,993.008,0.8184263100452323
Argentina,2015,43477011.0,191.809,1246451419104.0,0.15388405601710503,4.412,3.27,1.734,7523.493,111.37,12748.841,303.179,413.0,1009.992,0.8102939148049776
Argentina,2016,43900312.0,190.02,1220521143173.0,0.15568759383061834,4.328,-1.788,-0.932,7713.514,107.859,12856.7,297.879,414.578,1005.722,0.8240103054547792
Argentina,2017,44288898.0,187.068,1254921567938.0,0.14906748340247045,4.224,-2.952,-1.554,7900.582,80.68,12937.38,267.748,396.408,996.988,0.794462399461491
Argentina,2018,44654876.0,182.483,1222075295207.0,0.1493222232015502,4.087,-4.585,-2.451,8083.065,113.389,13050.769,295.872,406.818,986.055,0.8068692689127457
Argentina,2019,44973469.0,180.428,1197623267200.0,0.15065505567692766,4.012,-2.056,-1.127,8263.493,161.779,13212.548,342.207,432.561,925.658,0.7729125054193002
Argentina,2020,45191960.0,164.613,1079052757506.0,0.15255324529309186,3.643,-15.815,-8.765,8428.105,129.045,13341.593,293.657,397.663,863.972,0.8006763283723836
Argentina,2021,45312282.0,190.197,1191725417699.0,0.15959800569432764,4.197,25.584,15.542,8618.303,157.885,13499.478,348.082,437.433,948.187,0.7956421721966563
Argentina,2022,45407904.0,183.768,1263476170672.0,0.14544635210829504,4.047,-6.429,-3.38,8802.07,149.233,13648.711,333.001,432.106,1001.241,0.7924494527407462
Argentina,2023,45538402.0,178.407,1240028731129.0,0.1438732793211711,3.918,-5.361,-2.917,8980.478,145.294,13794.005,323.701,427.118,1004.261,0.8098691383429945
Argentina,2024,45696153.0,171.059,1223376004342.0,0.139825367992243,3.743,-7.348,-4.119,9151.537,144.406,13938.41,315.465,416.982,983.105,0.8036000350756992
Bolivia,1990,7130143.0,10.018,44542741932.0,0.22490757338858292,1.405,5.04,101.258,120.223,39.961,4591.168,49.979,77.564,24.498,0.5499885938184772
Bolivia,1991,7280294.0,10.506,46888597300.0,0.2240630047595815,1.443,0.488,4.873,130.729,34.228,4625.396,44.734,76.025,23.783,0.5072235334282436
Bolivia,1992,7430337.0,11.025,47660617219.0,0.2313230638482974,1.484,0.519,4.944,141.754,73.336,4698.732,84.361,110.584,26.012,0.5457755588954115
Bolivia,1993,7579196.0,11.562,49695390116.0,0.23265739484108572,1.525,0.536,4.865,153.316,55.068,4753.801,66.63,96.772,25.592,0.5149773437790232
Bolivia,1994,7727320.0,9.65,52014805702.0,0.1855240997204946,1.249,-1.912,-16.538,162.965,202.854,4956.655,212.504,180.739,28.952,0.5566107497520995
Bolivia,1995,7874676.0,9.029,54448202185.0,0.16582733015356402,1.147,-0.621,-6.436,171.994,136.936,5093.59,145.964,135.83,33.711,0.6191388998567722
Bolivia,1996,8021742.0,10.027,56822874479.0,0.1764606259703682,1.25,0.999,11.062,182.021,145.953,5239.544,155.981,140.441,32.603,0.5737654122381485
Bolivia,1997,8167911.0,11.733,59637998290.0,0.19673698541903226,1.436,1.706,17.01,193.754,152.124,5391.668,163.857,148.248,36.752,0.6162514010159612
Bolivia,1998,8313400.0,11.264,62637404793.0,0.17982865090315492,1.355,-0.469,-3.996,205.018,210.302,5601.97,221.566,174.325,33.991,0.5426629681151579
Bolivia,1999,8459810.0,10.95,62904794715.0,0.17407258142420917,1.294,-0.314,-2.786,215.968,158.017,5759.987,168.967,147.371,37.984,0.6038331445495124
Bolivia,2000,8606330.0,8.442,64482327960.0,0.13091959094958208,0.981,-2.508,-22.903,224.411,108.993,5868.979,117.435,116.119,39.702,0.6157035773371604
Bolivia,2001,8752740.0,8.752,65568080847.0,0.1334795816339718,1.0,0.31,3.672,233.163,105.087,5974.067,113.839,114.616,33.025,0.5036749524065264
Bolivia,2002,8900358.0,10.415,67197818618.0,0.15499015018934226,1.17,1.663,18.997,243.578,116.838,6090.905,127.253,126.874,36.365,0.5411634000610112
Bolivia,2003,9050703.0,10.983,69019779824.0,0.1591282966709917,1.214,0.568,5.455,254.561,264.547,6355.453,275.53,239.582,50.826,0.7363975968860808
Bolivia,2004,9204297.0,11.051,71900179252.0,0.15369919957039052,1.201,0.068,0.62,265.612,169.873,6525.325,180.924,170.64,52.61,0.7317088851143105
Bolivia,2005,9360758.0,12.337,75079197602.0,0.16431981686058084,1.318,1.286,11.634,277.949,124.857,6650.182,137.194,142.932,51.818,0.6901778609128295
Bolivia,2006,9521685.0,12.369,78680753326.0,0.15720490052695862,1.299,0.032,0.258,290.318,107.92,6758.103,120.289,127.692,57.042,0.7249803489254406
Bolivia,2007,9685960.0,12.74,82272045239.0,0.15485211243977642,1.315,0.371,3.002,303.058,98.907,6857.01,111.647,122.738,61.329,0.7454415387613067
Bolivia,2008,9850859.0,13.028,87330540195.0,0.1491803436794257,1.322,0.288,2.258,316.085,112.908,6969.918,125.936,130.623,63.049,0.7219582045320933
Bolivia,2009,10016279.0,13.633,90262226066.0,0.1510377108363305,1.361,0.605,4.647,329.719,108.484,7078.402,122.117,128.916,62.141,0.688449672785184
Bolivia,2010,10182345.0,14.809,93987097739.0,0.15756418015081444,1.454,1.175,8.622,344.527,102.973,7181.375,117.781,131.919,63.442,0.6750075438671058
Bolivia,2011,10348931.0,16.051,98878273199.0,0.16233090931610575,1.551,1.243,8.391,360.578,95.688,7277.062,111.739,127.57,65.529,0.6627239521883431
Bolivia,2012,10515814.0,17.575,103943090862.0,0.169082907331796,1.671,1.523,9.491,378.153,90.07,7367.132,107.645,127.762,78.593,0.7561156720300338
Bolivia,2013,10682612.0,17.778,111007075180.0,0.1601519540189006,1.664,0.203,1.155,395.931,96.956,7464.088,114.734,129.91,79.469,0.7158913057671284
Bolivia,2014,10848889.0,19.9,117068693660.0,0.16998566719976502,1.834,2.123,11.94,415.831,69.129,7533.217,89.029,115.929,80.711,0.6894328233849364
Bolivia,2015,11014707.0,19.9,122754939247.0,0.16211160318330192,1.807,-0.001,-0.003,435.731,55.14,7588.357,75.04,107.861,84.678,0.6898133836359619
Bolivia,2016,11180020.0,21.25,127989112720.0,0.16602974697143444,1.901,1.35,6.783,456.98,41.045,7629.402,62.295,101.131,89.121,0.696317039051351
Bolivia,2017,11344591.0,22.182,133358520083.0,0.16633357948329294,1.955,0.932,4.386,479.162,91.709,7721.111,113.89,131.516,93.717,0.7027447510790625
Bolivia,2018,11508370.0,22.509,137183354525.0,0.16407967335350448,1.956,0.327,1.475,501.671,107.339,7828.45,129.848,145.075,95.832,0.6985687172603421
Bolivia,2019,11671386.0,22.609,139250324972.0,0.1623622781817288,1.937,0.1,0.446,524.28,72.83,7901.28,95.44,127.225,95.627,0.6867273022108089
Bolivia,2020,11816301.0,18.32,121538423042.0,0.15073422495920621,1.55,-4.289,-18.97,542.6,77.503,7978.783,95.823,124.737,79.274,0.652254636976862
Bolivia,2021,11937369.0,21.767,133727570900.0,0.1627712210242503,1.823,3.446,18.812,564.367,89.42,8068.203,111.186,136.508,94.914,0.7097564052141173
Bolivia,2022,12077156.0,23.488,138738901712.0,0.16929642450793916,1.945,1.722,7.909,587.855,98.59,8166.792,122.078,144.386,103.508,0.7460632794604806
Bolivia,2023,12244161.0,24.621,142230080127.0,0.1731068419424037,2.011,1.132,4.821,612.476,105.689,8272.482,130.31,152.311,109.504,0.7699074619252253
Bolivia,2024,12413318.0,28.709,140632330052.0,0.20414224801213635,2.313,4.088,16.605,641.184,110.939,8383.422,139.648,160.017,116.442,0.8279888412354726
Brazil,1990,149143223.0,218.658,1884169357425.0,0.11605007752531808,1.466,6.642,3.133,4711.567,1538.253,65729.469,1756.911,2105.299,1562.972,0.8295284040369044
Brazil,1991,151724253.0,229.394,1903617557305.0,0.12050424683241467,1.512,10.736,4.91,4940.961,1552.012,67281.477,1781.406,2189.194,1624.042,0.8531345982641586
Brazil,1992,154275077.0,233.601,1893260506241.0,0.12338555588623475,1.514,4.207,1.834,5174.562,1623.442,68904.922,1857.043,2267.928,1652.104,0.8726237063277639
Brazil,1993,156794574.0,244.306,1986497717136.0,0.12298327750017458,1.558,10.705,4.582,5418.868,1567.832,70472.75,1812.137,2282.487,1730.256,0.8710083002232532
Brazil,1994,159265011.0,254.002,2102764853268.0,0.12079429595051688,1.595,9.697,3.969,5672.87,1957.235,72429.984,2211.237,2672.895,1806.904,0.8592991257162257
Brazil,1995,161735079.0,268.678,2191581301268.0,0.12259549752708189,1.661,14.675,5.778,5941.547,1886.966,74316.953,2155.644,2645.838,1913.031,0.8728998549554894
Brazil,1996,164202549.0,289.311,2239990352767.0,0.12915725268308495,1.762,20.633,7.68,6230.858,1797.62,76114.578,2086.93,2586.919,2030.631,0.9065356006965012
Brazil,1997,166661662.0,306.949,2316034575352.0,0.13253213197533922,1.842,17.638,6.097,6537.807,1901.934,78016.5,2208.883,2696.838,2149.204,0.927967148190504
Brazil,1998,169159651.0,317.359,2323865039642.0,0.13656515958813611,1.876,10.41,3.392,6855.167,2142.159,80158.664,2459.519,2929.596,2239.432,0.9636669779863777
Brazil,1999,171641544.0,327.256,2334739277157.0,0.1401681135028053,1.907,9.896,3.118,7182.422,2175.559,82334.219,2502.814,2965.704,2269.971,0.9722588822697719
Brazil,2000,174018278.0,340.183,2437186456368.0,0.13958021107131677,1.955,12.927,3.95,7522.605,1949.836,84284.062,2290.019,2823.803,2364.255,0.9700755532358055
Brazil,2001,176301201.0,346.166,2471060823210.0,0.1400880127063475,1.963,5.983,1.759,7868.771,1852.799,86136.859,2198.965,2783.375,2304.051,0.9324137141258029
Brazil,2002,178503485.0,347.765,2546513722962.0,0.1365651387872727,1.948,1.599,0.462,8216.536,2001.901,88138.758,2349.666,2981.136,2351.535,0.9234330758935755
Brazil,2003,180622688.0,344.645,2575565089958.0,0.13381335278372644,1.908,-3.12,-0.897,8561.181,2998.516,91137.281,3343.161,3846.776,2386.334,0.9265283216115164
Brazil,2004,182675144.0,361.434,2723916728335.0,0.13268907828211302,1.979,16.789,4.871,8922.615,2322.273,93459.555,2683.707,3313.758,2503.373,0.9190343353595072
Brazil,2005,184688101.0,364.371,2811140139216.0,0.12961680384301993,1.973,2.937,0.812,9286.985,2033.341,95492.891,2397.712,3057.048,2569.063,0.9138864918760283
Brazil,2006,186653099.0,368.871,2922517194189.0,0.12621687931672268,1.976,4.5,1.235,9655.856,1787.407,97280.297,2156.278,2819.171,2641.583,0.9038725264824458
Brazil,2007,188552311.0,390.573,3099910206337.0,0.12599493985392546,2.071,21.702,5.883,10046.431,1637.143,98917.438,2027.717,2745.828,2810.543,0.9066530360313468
Brazil,2008,190367297.0,412.638,3257825690916.0,0.1266605518983365,2.168,22.064,5.649,10459.067,1434.503,100351.945,1847.141,2616.45,2936.354,0.9013232378231961
Brazil,2009,192079958.0,389.775,3253726955188.0,0.11979339550250578,2.029,-22.863,-5.541,10848.843,1232.419,101584.359,1622.195,2432.428,2925.52,0.8991289190186408
Brazil,2010,193701931.0,440.269,3498674867880.0,0.12583878657658126,2.273,50.494,12.955,11289.112,1112.989,102697.352,1553.258,2422.236,3188.735,0.9114122118847224
Brazil,2011,195284736.0,461.911,3637727009304.0,0.12697791747940335,2.365,21.642,4.916,11751.023,1058.346,103755.703,1520.257,2379.088,3316.323,0.9116470234072089
Brazil,2012,196876113.0,497.468,3707614147035.0,0.1341746957130984,2.527,35.557,7.698,12248.492,1199.12,104954.82,1696.588,2503.241,3408.335,0.919279856218497
Brazil,2013,198478290.0,531.569,3819021377420.0,0.13918984668242673,2.678,34.101,6.855,12780.061,1276.237,106231.055,1807.806,2568.796,3500.955,0.9167152141905854
Brazil,2014,200085126.0,556.526,3838267554873.0,0.14499406100375778,2.781,24.957,4.695,13336.586,1317.9,107548.961,1874.426,2628.207,3575.635,0.9315752351501484
Brazil,2015,201675534.0,528.174,3702171668999.0,0.14266599369845231,2.619,-28.352,-5.094,13864.759,1344.124,108893.078,1872.297,2617.904,3535.438,0.9549632799593861
Brazil,2016,203218108.0,491.745,3580891601337.0,0.13732473773190923,2.42,-36.429,-6.897,14356.505,1260.305,110153.383,1752.049,2512.195,3451.454,0.9638532478088218
Brazil,2017,204703440.0,497.255,3628262108190.0,0.13705046250036806,2.429,5.51,1.12,14853.759,1122.206,111275.586,1619.461,2431.265,3477.629,0.9584833995730411
Brazil,2018,206107265.0,476.601,3692978213439.0,0.12905600099822317,2.312,-20.654,-4.154,15330.359,1162.029,112437.617,1638.63,2423.189,3486.378,0.9440559349396734
Brazil,2019,207455459.0,476.724,3738061272499.0,0.12753241994915093,2.298,0.123,0.026,15807.083,1237.693,113675.312,1714.417,2468.734,3567.019,0.9542430527403706
Brazil,2020,208660845.0,447.999,3615574020935.0,0.12390812562707426,2.147,-28.724,-6.025,16255.082,1369.24,115044.547,1817.239,2571.217,3422.429,0.9465797077264506
Brazil,2021,209550291.0,496.562,3787769507585.0,0.1310961501236112,2.37,48.563,10.84,16751.645,1551.57,116596.125,2048.132,2774.466,3581.199,0.9454638126286874
Brazil,2022,210306411.0,480.058,3902034936461.0,0.12302760170450823,2.283,-16.504,-3.324,17231.701,1652.704,118248.828,2132.762,2875.004,3731.718,0.9563517653649019
Brazil,2023,211140731.0,483.992,4028525459920.0,0.12014122904652347,2.292,3.934,0.819,17715.695,1602.068,119850.891,2086.059,2817.818,3853.746,0.9566145326226955
Brazil,2024,211998565.0,483.012,4166273441898.0,0.11593382113199886,2.278,-0.98,-0.203,18198.707,1599.667,121450.562,2082.678,2804.431,3919.054,0.940661733958255
Chile,1990,13437181.0,32.908,147207604208.0,0.2235482343255989,2.449,0.89,2.781,1091.944,0.704,3707.487,33.612,59.244,155.681,1.0575608565711547
Chile,1991,13662482.0,30.892,158625323193.0,0.19474822416855594,2.261,-2.016,-6.127,1122.835,-1.889,3705.598,29.003,55.638,174.964,1.1030016927821837
Chile,1992,13884579.0,32.001,176870299108.0,0.1809291902676076,2.305,1.109,3.59,1154.836,-1.523,3704.075,30.478,57.749,194.194,1.0979457884074808
Chile,1993,14102276.0,34.098,188695112235.0,0.180704203707908,2.418,2.097,6.554,1188.934,7.289,3711.364,41.387,67.279,205.228,1.087616937021718
Chile,1994,14316263.0,37.975,198274792763.0,0.1915271198663762,2.653,3.877,11.37,1226.909,3.437,3714.801,41.412,68.795,215.481,1.0867796001560661
Chile,1995,14527382.0,41.563,216625972612.0,0.191865266656846,2.861,3.588,9.448,1268.471,4.957,3719.758,46.519,74.325,232.236,1.0720598144339746
Chile,1996,14734049.0,48.226,232038612978.0,0.20783609840217582,3.273,6.664,16.033,1316.698,6.693,3726.451,54.92,82.276,245.845,1.0595003859263243
Chile,1997,14932436.0,55.942,249190302251.0,0.22449509268483384,3.746,7.716,15.999,1372.64,15.366,3741.817,71.308,96.667,281.059,1.127888996727087
Chile,1998,15127799.0,57.258,259608666274.0,0.22055504086896668,3.785,1.316,2.353,1429.898,10.861,3752.678,68.12,93.244,281.476,1.084231909665606
Chile,1999,15319311.0,61.408,258898295450.0,0.23718966512801737,4.009,4.15,7.247,1491.306,13.314,3765.992,74.722,99.51,293.115,1.1321627262571459
Chile,2000,15503638.0,58.503,271769738740.0,0.21526679265777035,3.773,-2.905,-4.731,1549.809,22.907,3788.899,81.409,104.248,307.391,1.1310714777338715
Chile,2001,15683852.0,52.918,280341451214.0,0.1887626669935613,3.374,-5.584,-9.545,1602.727,26.265,3815.164,79.184,101.149,313.345,1.1177262536206485
Chile,2002,15857926.0,54.836,289320224789.0,0.18953393265193147,3.458,1.917,3.623,1657.563,19.525,3834.689,74.361,98.891,320.801,1.1088094523428453
Chile,2003,16024755.0,55.1,302985528618.0,0.18185687036382958,3.438,0.265,0.483,1712.663,31.45,3866.14,86.55,105.303,322.49,1.0643742672165408
Chile,2004,16187324.0,59.221,323207552891.0,0.18322901018334792,3.658,4.121,7.479,1771.884,26.067,3892.207,85.289,107.34,344.299,1.0652566653233904
Chile,2005,16348780.0,61.116,342073325521.0,0.17866344856593638,3.738,1.895,3.2,1833.001,28.604,3920.811,89.721,109.995,357.327,1.0445918267838268
Chile,2006,16509195.0,64.048,362768730332.0,0.17655325458008556,3.88,2.932,4.797,1897.049,24.862,3945.674,88.91,109.724,369.682,1.0190569613364224
Chile,2007,16671571.0,70.469,381517456258.0,0.18470714470361105,4.227,6.421,10.025,1967.518,31.682,3977.355,102.151,119.872,369.299,0.9679740571300692
Chile,2008,16838987.0,70.549,395974651300.0,0.17816544510711713,4.19,0.08,0.113,2038.067,37.2,4014.556,107.749,125.591,369.306,0.9326506097992743
Chile,2009,17009730.0,65.96,391547507252.0,0.1684597622978816,3.878,-4.589,-6.505,2104.027,34.277,4048.833,100.237,117.197,354.372,0.9050549254855201
Chile,2010,17181463.0,71.347,414459500963.0,0.17214468442447253,4.153,5.388,8.168,2175.374,38.777,4087.609,110.124,122.576,363.948,0.8781268113153731
Chile,2011,17351810.0,78.071,440255032518.0,0.17733130625101495,4.499,6.724,9.424,2253.446,35.075,4122.684,113.146,127.555,385.712,0.876110371286284
Chile,2012,17519116.0,79.621,467354226719.0,0.17036542187489978,4.545,1.549,1.985,2333.067,38.285,4160.969,117.906,131.836,402.747,0.8617596182395382
Chile,2013,17687006.0,81.733,482816679853.0,0.16928371245352317,4.621,2.112,2.653,2414.8,36.309,4197.278,118.043,131.036,413.759,0.856969150539651
Chile,2014,17864192.0,77.586,491471890512.0,0.15786457272088,4.343,-4.147,-5.074,2492.386,37.572,4234.85,115.158,126.244,409.534,0.833280616666317
Chile,2015,18047630.0,81.778,502048082999.0,0.1628887805157955,4.531,4.192,5.403,2574.165,35.25,4270.1,117.029,127.965,414.23,0.8250803339902905
Chile,2016,18267225.0,84.25,510849180433.0,0.16492147433531948,4.612,2.472,3.023,2658.415,36.109,4306.209,120.36,129.748,433.903,0.8493759344631232
Chile,2017,18558868.0,84.135,517784956121.0,0.16249023654588118,4.533,-0.116,-0.138,2742.55,32.603,4338.812,116.737,128.722,450.347,0.8697568260263618
Chile,2018,18893185.0,84.443,538444728502.0,0.15682761020788105,4.469,0.308,0.366,2826.992,29.511,4368.323,113.953,127.067,468.278,0.8696862931554554
Chile,2019,19197748.0,91.977,541913515453.0,0.16972634447604423,4.791,7.534,8.923,2918.969,27.158,4395.48,119.135,132.671,473.979,0.8746395623733213
Chile,2020,19370621.0,80.178,508641667921.0,0.1576316001158853,4.139,-11.799,-12.828,2999.147,34.086,4429.566,114.264,124.513,442.478,0.8699208655251652
Chile,2021,19456323.0,83.63,566308424865.0,0.14767571225862694,4.298,3.452,4.306,3082.778,22.742,4452.309,106.373,119.015,476.857,0.8420446863626937
Chile,2022,19553033.0,85.744,577996570020.0,0.14834690108460863,4.385,2.113,2.527,3168.522,17.542,4469.851,103.286,117.52,503.505,0.8711210863804565
Chile,2023,19658833.0,77.604,581909750325.0,0.13336088621415557,3.948,-8.14,-9.493,3246.126,12.969,4482.82,90.573,106.233,497.494,0.8549332602214462
Chile,2024,19764774.0,78.726,598233054187.0,0.13159754287898517,3.983,1.121,1.445,3324.852,9.591,4492.412,88.317,104.4,518.732,0.8671068847991991
Colombia,1990,32440064.0,56.857,324362108923.0,0.17528866176381047,1.753,3.757,7.075,1315.587,6.298,18690.955,63.155,155.272,252.481,0.7783923986631133
Colombia,1991,33098373.0,56.609,330854565533.0,0.17109934665342777,1.71,-0.248,-0.436,1372.196,30.224,18721.18,86.833,173.232,259.169,0.7833320951230761
Colombia,1992,33760571.0,61.341,344237399255.0,0.17819388634923006,1.817,4.732,8.358,1433.536,26.811,18747.99,88.152,180.611,268.506,0.7800024070048802
Colombia,1993,34441479.0,63.26,362775994368.0,0.17437758005517048,1.837,1.92,3.129,1496.797,31.603,18779.592,94.864,192.122,292.186,0.8054171294024668
Colombia,1994,35127408.0,66.982,383870191922.0,0.17449127702421427,1.907,3.722,5.883,1563.778,12.959,18792.553,79.941,191.867,316.39,0.8242109094636044
Colombia,1995,35804670.0,59.35,403840799094.0,0.1469638534124072,1.658,-7.632,-11.394,1623.128,67.706,18860.258,127.056,233.069,323.725,0.8016153908328816
Colombia,1996,36462740.0,59.628,412143179194.0,0.14467787654914094,1.635,0.278,0.469,1682.756,76.397,18936.654,136.025,232.471,336.599,0.8167040411981668
Colombia,1997,37121155.0,65.096,426280900614.0,0.152706818218311,1.754,5.467,9.169,1747.852,130.883,19067.537,195.979,288.415,342.17,0.8026866779795914
Colombia,1998,37792169.0,65.56,428709781358.0,0.15292396593408542,1.735,0.464,0.713,1813.412,145.238,19212.775,210.798,302.003,346.521,0.8082880658853754
Colombia,1999,38454861.0,55.286,410686756804.0,0.13461841436096078,1.438,-10.274,-15.671,1868.698,105.94,19318.717,161.226,253.148,322.875,0.7861831302100931
Colombia,2000,39089939.0,56.213,422698775564.0,0.13298595418213816,1.438,0.927,1.677,1924.91,4.131,19322.848,60.344,187.115,314.184,0.743281074284612
Colombia,2001,39709263.0,56.465,429791231167.0,0.13137773855153392,1.422,0.252,0.449,1981.376,-24.497,19298.352,31.968,165.278,316.865,0.7372532918822597
Colombia,2002,40324684.0,55.417,440553119642.0,0.12578959841444926,1.374,-1.048,-1.857,2036.792,31.638,19329.988,87.055,211.33,316.936,0.7194047343429253
Colombia,2003,40937426.0,57.033,457815188748.0,0.12457646972344832,1.393,1.617,2.917,2093.826,149.735,19479.725,206.768,328.652,322.863,0.705225619278693
Colombia,2004,41543177.0,54.324,482230573793.0,0.11265150521816325,1.308,-2.709,-4.751,2148.15,33.205,19512.928,87.53,211.028,339.531,0.7040843497943485
Colombia,2005,42128978.0,60.256,505516336190.0,0.11919693922087729,1.43,5.932,10.92,2208.406,-3.53,19509.4,56.727,175.419,334.302,0.6613080054337779
Colombia,2006,42691081.0,62.466,539471204741.0,0.11579116633294619,1.463,2.209,3.666,2270.872,34.087,19543.486,96.552,200.174,385.987,0.7154913860236753
Colombia,2007,43235374.0,60.67,575821824818.0,0.1053624530803013,1.403,-1.796,-2.875,2331.542,32.509,19575.994,93.178,206.941,392.271,0.6812367699400507
Colombia,2008,43758805.0,66.982,594728624564.0,0.11262615793733656,1.531,6.312,10.404,2398.524,4.279,19580.273,71.261,185.889,408.48,0.68683426882212
Colombia,2009,44271543.0,71.771,601506441278.0,0.11931875550245252,1.621,4.789,7.149,2470.295,6.432,19586.705,78.203,186.836,403.782,0.6712845819939988
Colombia,2010,44777325.0,75.431,628542104500.0,0.12000946230961684,1.685,3.66,5.1,2545.726,-8.566,19578.139,66.865,183.138,424.601,0.6755331058334851
Colombia,2011,45259614.0,75.191,672212530981.0,0.11185599276209456,1.661,-0.24,-0.318,2620.918,101.604,19679.742,176.795,289.713,443.797,0.660203402266751
Colombia,2012,45715807.0,78.675,698513758899.0,0.11263199757726725,1.721,3.483,4.633,2699.593,294.933,19974.674,373.608,477.15,471.933,0.6756244869734027
Colombia,2013,46151583.0,86.445,734375410017.0,0.11771227470429449,1.873,7.77,9.876,2786.038,133.839,20108.514,220.284,330.769,485.04,0.6604796312403377
Colombia,2014,46565426.0,92.042,767415180035.0,0.11993768483417566,1.977,5.597,6.474,2878.079,94.442,20202.957,186.484,281.307,510.586,0.6653321608476827
Colombia,2015,46969938.0,91.027,790099215895.0,0.11520958149146804,1.938,-1.015,-1.103,2969.106,80.459,20283.414,171.486,253.915,504.402,0.6384033673905485
Colombia,2016,47437513.0,91.583,806591608674.0,0.11354320949427964,1.931,0.556,0.611,3060.689,46.063,20329.479,137.646,231.966,548.829,0.6804298409479488
Colombia,2017,48131076.0,83.459,817556099366.0,0.10208351459272452,1.734,-8.124,-8.871,3144.147,146.238,20475.715,229.697,309.855,555.225,0.6791277080931412
